"from","to","id","col","score","result","compare"
"3","3","679","article_jissue","True","True","True"
"8/1/08","1/8/08","679","article_jcreated_at","False","False","False"
"514-27","514-27","679","article_pagination","True","True","True"
"{""Aaron P Blaisdell"",""Jared Wong"",""Kenneth J Leising"",""Michael R Waldmann""}","{""Aaron P Blaisdell"",""Jared Wong"",""Kenneth J Leising"",""Michael R Waldmann""}","679","author_list","True","True","True"
"577842","577842","680","id","True","True","True"
"How Much Trash Do You Trash?","How Much Trash Do You Trash?","680","article_title","True","True","True"
"","","680","article_language","True","True","True"
"Science and Children","Science and Children","680","journal_title","True","True","True"
"","","680","jounral_abbreviation","True","True","True"
"0036-8148, 0036-8148","0036-8148, 0036-8148","680","journal_issn","True","True","True"
"50","50","680","article_jvolumn","True","True","True"
"7","7","680","article_jissue","True","True","True"
"3/1/13","1/13/03","680","article_jcreated_at","False","False","False"
"50-55","50-55","680","article_pagination","True","True","True"
"{""Vanashri Nargund-Joshi"",""Jean S. Lee""}","{""Vanashri Nargund-Joshi"",""Jean S. Lee""}","680","author_list","True","True","True"
"811629","811629","681","id","True","True","True"
"Implementing pharmacogenetics: Pharmarray, acodose and pharmacogenetic consultation","Implementing pharmacogenetics: Pharmarray, acodose and pharmacogenetic consultation","681","article_title","True","True","True"
"","","681","article_language","True","True","True"
"Basic and Clinical Pharmacology and Toxicology","Basic and Clinical Pharmacology and Toxicology","681","journal_title","True","True","True"
"","","681","jounral_abbreviation","True","True","True"
"","","681","journal_issn","True","True","True"
"113","113","681","article_jvolumn","True","True","True"
"0","0","681","article_jissue","True","True","True"
"1/1/13","1/13/01","681","article_jcreated_at","False","False","False"
"22","22","681","article_pagination","True","True","True"
"{""H. Y. Tong"",""J. Frias"",""R. Lubomirov"",""P. Lapunzina"",""A. M. Borobia"",""J. Tenorio"",""P. Arias"",""A. J. Carcas""}","{""H. Y. Tong"",""J. Frias"",""R. Lubomirov"",""P. Lapunzina"",""A. M. Borobia"",""J. Tenorio"",""P. Arias"",""A. J. Carcas""}","681","author_list","True","True","True"
"280418","280418","682","id","True","True","True"
"Designing in the social context: Using the social contextual model of health behavior change to develop a tobacco control intervention for teachers in India","Designing in the social context: Using the social contextual model of health behavior change to develop a tobacco control intervention for teachers in India","682","article_title","True","True","True"
"English","English","682","article_language","True","True","True"
"Health Education Research","Health Education Research","682","journal_title","True","True","True"
"","","682","jounral_abbreviation","True","True","True"
"0268-1153","0268-1153","682","journal_issn","True","True","True"
"28","28","682","article_jvolumn","True","True","True"
"1","1","682","article_jissue","True","True","True"
"1/1/13","1/13/01","682","article_jcreated_at","False","False","False"
"113-129","113-129","682","article_pagination","True","True","True"
"{""Cara B. Ebbeling"",""Dhirendra N. Sinha"",""Glorian C. Sorensen"",""Harry A. Lando"",""Mangesh S. Pednekar"",""Claudia R. Pischke"",""Prakash C. Gupta"",""Eve M. Nagler"",""Mira B. Aghi"",""Kasisomayajula Viswanath""}","{""Cara B. Ebbeling"",""Dhirendra N. Sinha"",""Glorian C. Sorensen"",""Harry A. Lando"",""Mangesh S. Pednekar"",""Claudia R. Pischke"",""Prakash C. Gupta"",""Eve M. Nagler"",""Mira B. Aghi"",""Kasisomayajula Viswanath""}","682","author_list","True","True","True"
"757660","757660","683","id","True","True","True"
"Association of interleukin-10 cytokine expression status with HLA non-DRB1*02 and Mycobacterium bovis BCG scar-negative status in south Indian pulmonary tuberculosis patients.","Association of interleukin-10 cytokine expression status with HLA non-DRB1*02 and Mycobacterium bovis BCG scar-negative status in south Indian pulmonary tuberculosis patients.","683","article_title","True","True","True"
"eng","eng","683","article_language","True","True","True"
"Infection and immunity","Infection and immunity","683","journal_title","True","True","True"
"Infect. Immun.","Infect. Immun.","683","jounral_abbreviation","True","True","True"
"0019-9567","0019-9567","683","journal_issn","True","True","True"
"69","69","683","article_jvolumn","True","True","True"
"9","9","683","article_jissue","True","True","True"
"9/1/01","1/1/09","683","article_jcreated_at","False","False","False"
"5635-42","5635-42","683","article_pagination","True","True","True"
"{""A D Nageswari"",""S Vani"",""P Muthuveeralakshmi"",""S Shanmugalakshmi"",""V Dheenadhayalan"",""G Arivarignan"",""R M Pitchappan""}","{""A D Nageswari"",""S Vani"",""P Muthuveeralakshmi"",""S Shanmugalakshmi"",""V Dheenadhayalan"",""G Arivarignan"",""R M Pitchappan""}","683","author_list","True","True","True"
"54163","54163","684","id","True","True","True"
"Abstracts 15","Abstracts 15","684","article_title","True","True","True"
"","","684","article_language","True","True","True"
"","","684","journal_title","True","True","True"
"","","684","jounral_abbreviation","True","True","True"
"","","684","journal_issn","True","True","True"
"36","36","684","article_jvolumn","True","True","True"
"0","0","684","article_jissue","True","True","True"
"1/1/10","1/10/01","684","article_jcreated_at","False","False","False"
"10-14 DO  - 10.1016/S0748-7983(10)00156-3","10-14 DO  - 10.1016/S0748-7983(10)00156-3","684","article_pagination","True","True","True"
"{""P Mroczkowski"",""R Kube"",""A Dziki"",""B Moran"",""H Lippert"",""I Gastinger""}","{""P Mroczkowski"",""R Kube"",""A Dziki"",""B Moran"",""H Lippert"",""I Gastinger""}","684","author_list","True","True","True"
"65723","65723","685","id","True","True","True"
"Outcome of Er,Cr:YSGG laser-assisted treatment of teeth with apical periodontitis: a blind randomized clinical trial.","Outcome of Er,Cr:YSGG laser-assisted treatment of teeth with apical periodontitis: a blind randomized clinical trial.","685","article_title","True","True","True"
"eng","eng","685","article_language","True","True","True"
"Photomedicine and laser surgery","Photomedicine and laser surgery","685","journal_title","True","True","True"
"Photomed Laser Surg","Photomed Laser Surg","685","jounral_abbreviation","True","True","True"
"1557-8550","1557-8550","685","journal_issn","True","True","True"
"32","32","685","article_jvolumn","True","True","True"
"1","1","685","article_jissue","True","True","True"
"1/1/14","1/14/01","685","article_jcreated_at","False","False","False"
"9-Mar","9-Mar","685","article_pagination","True","True","True"
"{""Norbert Gutknecht"",""Manuel F Carvalho"",""Irene Pina-Vaz"",""Miguel R Martins"",""Jose A Capelas"",""Miguel A Martins""}","{""Norbert Gutknecht"",""Manuel F Carvalho"",""Irene Pina-Vaz"",""Miguel R Martins"",""Jose A Capelas"",""Miguel A Martins""}","685","author_list","True","True","True"
"293974","293974","686","id","True","True","True"
"Causes of death in Tunisia: Estimates of years of life lost. [French]","Causes of death in Tunisia: Estimates of years of life lost. [French]","686","article_title","True","True","True"
"","","686","article_language","True","True","True"
"Eastern Mediterranean Health Journal","Eastern Mediterranean Health Journal","686","journal_title","True","True","True"
"","","686","jounral_abbreviation","True","True","True"
"1020-3397","1020-3397","686","journal_issn","True","True","True"
"20","20","686","article_jvolumn","True","True","True"
"4","4","686","article_jissue","True","True","True"
"1/1/14","1/14/01","686","article_jcreated_at","False","False","False"
"257-264","257-264","686","article_pagination","True","True","True"
"{""S Hajjem"",""M Hsairi"",""N Ben Mansour"",""H Skhiri"",""H Aounallah-Skhiri""}","{""S Hajjem"",""M Hsairi"",""N Ben Mansour"",""H Skhiri"",""H Aounallah-Skhiri""}","686","author_list","True","True","True"
"247571","247571","687","id","True","True","True"
"Anterior olecranon fracture-dislocations of the elbow in children. A report of four cases","Anterior olecranon fracture-dislocations of the elbow in children. A report of four cases","687","article_title","True","True","True"
"eng","eng","687","article_language","True","True","True"
"J Bone Joint Surg Am","J Bone Joint Surg Am","687","journal_title","True","True","True"
"The Journal of bone and joint surgery. American volume","The Journal of bone and joint surgery. American volume","687","jounral_abbreviation","True","True","True"
"0021-9355 (Print)","0021-9355 (Print)","687","journal_issn","True","True","True"
"91","91","687","article_jvolumn","True","True","True"
"6","6","687","article_jissue","True","True","True"
"1/1/09","1/9/01","687","article_jcreated_at","False","False","False"
"1487-90","1487-90","687","article_pagination","True","True","True"
"{""D. Ring"",""R. G. Albers"",""T. G. Guitton""}","{""D. Ring"",""R. G. Albers"",""T. G. Guitton""}","687","author_list","True","True","True"
"292980","292980","688","id","True","True","True"
"Changes in the temporomandibular joint disc position after orthognathic surgery.","Changes in the temporomandibular joint disc position after orthognathic surgery.","688","article_title","True","True","True"
"eng","eng","688","article_language","True","True","True"
"Oral surgery, oral medicine, oral pathology, oral radiology, and endodontics","Oral surgery, oral medicine, oral pathology, oral radiology, and endodontics","688","journal_title","True","True","True"
"Oral Surg Oral Med Oral Pathol Oral Radiol Endod","Oral Surg Oral Med Oral Pathol Oral Radiol Endod","688","jounral_abbreviation","True","True","True"
"1528-395X","1528-395X","688","journal_issn","True","True","True"
"108","108","688","article_jvolumn","True","True","True"
"1","1","688","article_jissue","True","True","True"
"7/1/09","1/9/07","688","article_jcreated_at","False","False","False"
"15-21","15-21","688","article_pagination","True","True","True"
"{""Su-Gwan Kim"",""Ji-Yeon Ahn"",""Young-Kyun Kim"",""Jong-Wan Kim"",""Pil-Young Yun""}","{""Su-Gwan Kim"",""Ji-Yeon Ahn"",""Young-Kyun Kim"",""Jong-Wan Kim"",""Pil-Young Yun""}","688","author_list","True","True","True"
"38197","38197","689","id","True","True","True"
"[Studies on cefotaxime (HR 756) concentration in human biliary tract and clinical effect for acute or subacute cholecystitis with cholelithiasis (author's transl)]","[Studies on cefotaxime (HR 756) concentration in human biliary tract and clinical effect for acute or subacute cholecystitis with cholelithiasis (author's transl)]","689","article_title","True","True","True"
"jpn","jpn","689","article_language","True","True","True"
"","","689","journal_title","True","True","True"
"","","689","jounral_abbreviation","True","True","True"
"","","689","journal_issn","True","True","True"
"34","34","689","article_jvolumn","True","True","True"
"0","0","689","article_jissue","True","True","True"
"1/1/81","1/1/81","689","article_jcreated_at","False","True","True"
"447-52 ST  - [Studies on cefotaxime (HR 756) concentration in human biliary tract and clinical effect for acute or subacute cholecystitis with cholelithiasis (author's transl)]-","447-52 ST  - [Studies on cefotaxime (HR 756) concentration in human biliary tract and clinical effect for acute or subacute cholecystitis with cholelithiasis (author's transl)]-","689","article_pagination","True","True","True"
"{""I. Hashimoto"",""S. Hirasawa"",""Y. Sawada"",""Y. Kasai"",""J. Mikami"",""H. Abe"",""M. Nakanishi"",""E. Bekki"",""K. Kasai"",""T. Nakamura"",""M. DA  - Mar DP  - NLM ET  - 1981/03/01 Omosu""}","{""I. Hashimoto"",""S. Hirasawa"",""Y. Sawada"",""Y. Kasai"",""J. Mikami"",""H. Abe"",""M. Nakanishi"",""E. Bekki"",""K. Kasai"",""T. Nakamura"",""M. DA  - Mar DP  - NLM ET  - 1981/03/01 Omosu""}","689","author_list","True","True","True"
"160820","160820","690","id","True","True","True"
"Isolated cerebellar involvement in a case of posterior reversible leukoencephalopathy.","Isolated cerebellar involvement in a case of posterior reversible leukoencephalopathy.","690","article_title","True","True","True"
"eng","eng","690","article_language","True","True","True"
"Clinical radiology","Clinical radiology","690","journal_title","True","True","True"
"Clin Radiol","Clin Radiol","690","jounral_abbreviation","True","True","True"
"Sep-60","Sep-60","690","journal_issn","False","True","True"
"61","61","690","article_jvolumn","True","True","True"
"11","11","690","article_jissue","True","True","True"
"11/1/06","1/6/11","690","article_jcreated_at","False","False","False"
"983-6","983-6","690","article_pagination","True","True","True"
"{""M Caliskan"",""M Karab̦c�_oglu"",""A Citak"",""N Uzel"",""K Aydin"",""A Nayir"",""D D Soysal""}","{""M Caliskan"",""M Karab_c_oglu"",""A Citak"",""N Uzel"",""K Aydin"",""A Nayir"",""D D Soysal""}","690","author_list","True","False","False"
"876536","876536","691","id","True","True","True"
"The rocky road to rational prescribing","The rocky road to rational prescribing","691","article_title","True","True","True"
"","","691","article_language","True","True","True"
"Vaccine","Vaccine","691","journal_title","True","True","True"
"","","691","jounral_abbreviation","True","True","True"
"","","691","journal_issn","True","True","True"
"26","26","691","article_jvolumn","True","True","True"
"0","0","691","article_jissue","True","True","True"
"1/1/08","1/8/01","691","article_jcreated_at","False","False","False"
"G11-G15","G11-G15","691","article_pagination","True","True","True"
"{""I. Williamson""}","{""I. Williamson""}","691","author_list","True","True","True"
"776197","776197","692","id","True","True","True"
"Defining interaction interfaces important for the establishment of cell polarity in Drosophila neuroblasts","Defining interaction interfaces important for the establishment of cell polarity in Drosophila neuroblasts","692","article_title","True","True","True"
"English","English","692","article_language","True","True","True"
"FASEB Journal. Conference: Experimental Biology","FASEB Journal. Conference: Experimental Biology","692","journal_title","True","True","True"
"","","692","jounral_abbreviation","True","True","True"
"","","692","journal_issn","True","True","True"
"28","28","692","article_jvolumn","True","True","True"
"1","1","692","article_jissue","True","True","True"
"1/1/14","1/14/01","692","article_jcreated_at","False","False","False"
"","","692","article_pagination","True","True","True"
"{""K. Prehoda"",""A. Novak"",""J. Mauser""}","{""K. Prehoda"",""A. Novak"",""J. Mauser""}","692","author_list","True","True","True"
"45797","45797","693","id","True","True","True"
"The exercise prescription: focus on vascular mechanisms.","The exercise prescription: focus on vascular mechanisms.","693","article_title","True","True","True"
"ENG","ENG","693","article_language","True","True","True"
"Blood pressure monitoring","Blood pressure monitoring","693","journal_title","True","True","True"
"Blood Press Monit","Blood Press Monit","693","jounral_abbreviation","True","True","True"
"1473-5725","1473-5725","693","journal_issn","True","True","True"
"2","2","693","article_jvolumn","True","True","True"
"3","3","693","article_jissue","True","True","True"
"6/1/97","6/1/97","693","article_jcreated_at","False","True","True"
"139-145","139-145","693","article_pagination","True","True","True"
"{""[Collective Name] Jennings"",""[Collective Name] Kingwell""}","{""[Collective Name] Jennings"",""[Collective Name] Kingwell""}","693","author_list","True","True","True"
"605277","605277","694","id","True","True","True"
"Child social skills training in developmental crime prevention: effects on antisocial behavior and social competence.","Child social skills training in developmental crime prevention: effects on antisocial behavior and social competence.","694","article_title","True","True","True"
"eng","eng","694","article_language","True","True","True"
"Psicothema","Psicothema","694","journal_title","True","True","True"
"Psicothema","Psicothema","694","jounral_abbreviation","True","True","True"
"0214-9915","0214-9915","694","journal_issn","True","True","True"
"18","18","694","article_jvolumn","True","True","True"
"3","3","694","article_jissue","True","True","True"
"8/1/06","1/6/08","694","article_jcreated_at","False","False","False"
"603-10","603-10","694","article_pagination","True","True","True"
"{""Andreas Beelmann"",""Friedrich L̦sel""}","{""Andreas Beelmann"",""Friedrich L_sel""}","694","author_list","True","False","False"
"749261","749261","695","id","True","True","True"
"Soda and cell aging: associations between sugar-sweetened beverage consumption and leukocyte telomere length in healthy adults from the National Health and Nutrition Examination Surveys","Soda and cell aging: associations between sugar-sweetened beverage consumption and leukocyte telomere length in healthy adults from the National Health and Nutrition Examination Surveys","695","article_title","True","True","True"
"","","695","article_language","True","True","True"
"Am J Public Health","Am J Public Health","695","journal_title","True","True","True"
"","","695","jounral_abbreviation","True","True","True"
"1541-0048","1541-0048","695","journal_issn","True","True","True"
"104","104","695","article_jvolumn","True","True","True"
"12","12","695","article_jissue","True","True","True"
"1/1/14","1/14/01","695","article_jcreated_at","False","False","False"
"2425-31","2425-31","695","article_pagination","True","True","True"
"{""N. E. Adler"",""J. Lin"",""E. S. Epel"",""D. H. Rehkopf"",""B. A. Laraia"",""E. H. Blackburn"",""B. L. Needham"",""C. W. Leung""}","{""N. E. Adler"",""J. Lin"",""E. S. Epel"",""D. H. Rehkopf"",""B. A. Laraia"",""E. H. Blackburn"",""B. L. Needham"",""C. W. Leung""}","695","author_list","True","True","True"
"752305","752305","696","id","True","True","True"
"Unsuspected ethanol ingestion through soft drinks and flavored beverages","Unsuspected ethanol ingestion through soft drinks and flavored beverages","696","article_title","True","True","True"
"","","696","article_language","True","True","True"
"J Anal Toxicol","J Anal Toxicol","696","journal_title","True","True","True"
"Journal of analytical toxicology","Journal of analytical toxicology","696","jounral_abbreviation","True","True","True"
"0146-4760 (Print) 0146-4760","0146-4760 (Print) 0146-4760","696","journal_issn","True","True","True"
"20","20","696","article_jvolumn","True","True","True"
"5","5","696","article_jissue","True","True","True"
"1/1/96","1/1/96","696","article_jcreated_at","False","True","True"
"332-3","332-3","696","article_pagination","True","True","True"
"{""L. Kadehjian"",""E. J. Cone"",""B. A. Goldberger""}","{""L. Kadehjian"",""E. J. Cone"",""B. A. Goldberger""}","696","author_list","True","True","True"
"179196","179196","697","id","True","True","True"
"Altering existing buildings in the UK","Altering existing buildings in the UK","697","article_title","True","True","True"
"","","697","article_language","True","True","True"
"Energy Policy","Energy Policy","697","journal_title","True","True","True"
"","","697","jounral_abbreviation","True","True","True"
"0301-4215","0301-4215","697","journal_issn","True","True","True"
"36","36","697","article_jvolumn","True","True","True"
"12","12","697","article_jissue","True","True","True"
"1/1/08","1/8/01","697","article_jcreated_at","False","False","False"
"4482-4486","4482-4486","697","article_pagination","True","True","True"
"{""S. Roberts""}","{""S. Roberts""}","697","author_list","True","True","True"
"150198","150198","698","id","True","True","True"
"The concept of neurosis in a cross-cultural perspective","The concept of neurosis in a cross-cultural perspective","698","article_title","True","True","True"
"eng","eng","698","article_language","True","True","True"
"","","698","journal_title","True","True","True"
"","","698","jounral_abbreviation","True","True","True"
"","","698","journal_issn","True","True","True"
"20","20","698","article_jvolumn","True","True","True"
"0","0","698","article_jissue","True","True","True"
"1/1/07","1/7/01","698","article_jcreated_at","False","False","False"
"47-51 ST  - The concept of neurosis in a cross-cultural perspective-","47-51 ST  - The concept of neurosis in a cross-cultural perspective-","698","article_pagination","True","True","True"
"{""S. K. Chaturvedi"",""D. CN  - PubMed_140821 DA  - Jan DO  - 10.1097/YCO.0b013e328010ca65 DP  - NLM ET  - 2006/12/05 Bhugra""}","{""S. K. Chaturvedi"",""D. CN  - PubMed_140821 DA  - Jan DO  - 10.1097/YCO.0b013e328010ca65 DP  - NLM ET  - 2006/12/05 Bhugra""}","698","author_list","True","True","True"
"894415","894415","699","id","True","True","True"
"internetQueryObject to Partner With DataFlux; iQO to Provide Enhanced Application Scalability through QueryObject System; DataFlux to Enhance Data Accuracy through dfPower","internetQueryObject to Partner With DataFlux; iQO to Provide Enhanced Application Scalability through QueryObject System; DataFlux to Enhance Data Accuracy through dfPower","699","article_title","True","True","True"
"English","English","699","article_language","True","True","True"
"Business Wire","Business Wire","699","journal_title","True","True","True"
"","","699","jounral_abbreviation","True","True","True"
"","","699","journal_issn","True","True","True"
"0","0","699","article_jvolumn","True","True","True"
"0","0","699","article_jissue","True","True","True"
"7/1/00","7/1/00","699","article_jcreated_at","False","True","True"
"1-Jan","1-Jan","699","article_pagination","True","True","True"
"{""Business/Technology Editors""}","{""Business/Technology Editors""}","699","author_list","True","True","True"
"187769","187769","700","id","True","True","True"
"Feasibility of using hospital personnel to create a sustainable CPR training program for family members of hospitalized patients","Feasibility of using hospital personnel to create a sustainable CPR training program for family members of hospitalized patients","700","article_title","True","True","True"
"","","700","article_language","True","True","True"
"","","700","journal_title","True","True","True"
"","","700","jounral_abbreviation","True","True","True"
"","","700","journal_issn","True","True","True"
"126","126","700","article_jvolumn","True","True","True"
"0","0","700","article_jissue","True","True","True"
"1/1/12","1/12/01","700","article_jcreated_at","False","False","False"
"","","700","article_pagination","True","True","True"
"{""J. Le"",""B. Riegel"",""B. J. Bobrow"",""A. L. Blewer"",""B. S. Abella"",""M. Leary"",""D. Buckler""}","{""J. Le"",""B. Riegel"",""B. J. Bobrow"",""A. L. Blewer"",""B. S. Abella"",""M. Leary"",""D. Buckler""}","700","author_list","True","True","True"
"556090","556090","701","id","True","True","True"
"Lung function efficacy of olodaterol qd delivered via respimat� vs placebo and formoterol bid in patients with COPD: two 48-week studies [Abstract]","Lung function efficacy of olodaterol qd delivered via respimat vs placebo and formoterol bid in patients with COPD: two 48-week studies [Abstract]","701","article_title","True","False","False"
"English","English","701","article_language","True","True","True"
"Respirology (Carlton, Vic.)","Respirology (Carlton, Vic.)","701","journal_title","True","True","True"
"Respirology","Respirology","701","jounral_abbreviation","True","True","True"
"1440-1843","1440-1843","701","journal_issn","True","True","True"
"0","0","701","article_jvolumn","True","True","True"
"0","0","701","article_jissue","True","True","True"
"1/1/14","1/14/01","701","article_jcreated_at","False","False","False"
"120 [TP 184]","120 [TP 184]","701","article_pagination","True","True","True"
"{""Pizzichini E"",""Hart L"",""Paggiaro P"",""Hamilton A"",""Peters M"",""Korducki L"",""De Salvo M"",""De La Hoz A"",""Koch A""}","{""Pizzichini E"",""Hart L"",""Paggiaro P"",""Hamilton A"",""Peters M"",""Korducki L"",""De Salvo M"",""De La Hoz A"",""Koch A""}","701","author_list","True","True","True"
"770589","770589","702","id","True","True","True"
"Antenatal lower genital tract infection screening and treatment programs for preventing preterm delivery","Antenatal lower genital tract infection screening and treatment programs for preventing preterm delivery","702","article_title","True","True","True"
"eng","eng","702","article_language","True","True","True"
"Cochrane Database Syst Rev","Cochrane Database Syst Rev","702","journal_title","True","True","True"
"","","702","jounral_abbreviation","True","True","True"
"1469-493X","1469-493X","702","journal_issn","True","True","True"
"2","2","702","article_jvolumn","True","True","True"
"0","0","702","article_jissue","True","True","True"
"1/1/15","1/15/01","702","article_jcreated_at","False","False","False"
"Cd006178","Cd006178","702","article_pagination","True","True","True"
"{""U. S. Sangkomkamhang"",""P. Lumbiganon"",""W. Prasertcharoensuk"",""M. Laopaiboon""}","{""U. S. Sangkomkamhang"",""P. Lumbiganon"",""W. Prasertcharoensuk"",""M. Laopaiboon""}","702","author_list","True","True","True"
"450743","450743","703","id","True","True","True"
"Meta-analysis of guided bronchoscopy for the evaluation of the pulmonary nodule.","Meta-analysis of guided bronchoscopy for the evaluation of the pulmonary nodule.","703","article_title","True","True","True"
"","","703","article_language","True","True","True"
"","","703","journal_title","True","True","True"
"","","703","jounral_abbreviation","True","True","True"
"","","703","journal_issn","True","True","True"
"0","0","703","article_jvolumn","True","True","True"
"0","0","703","article_jissue","True","True","True"
"","","703","article_jcreated_at","True","True","True"
"","","703","article_pagination","True","True","True"
"{NULL}","{NULL}","703","author_list","True","True","True"
"157566","157566","704","id","True","True","True"
"Bladder cancer and urothelial impairment: the role of TRPV1 as potential drug target.","Bladder cancer and urothelial impairment: the role of TRPV1 as potential drug target.","704","article_title","True","True","True"
"eng","eng","704","article_language","True","True","True"
"BioMed research international","BioMed research international","704","journal_title","True","True","True"
"Biomed Res Int","Biomed Res Int","704","jounral_abbreviation","True","True","True"
"2314-6141","2314-6141","704","journal_issn","True","True","True"
"2014","2014","704","article_jvolumn","True","True","True"
"","-1","704","article_jissue","False","False","False"
"1/1/14","1/14/01","704","article_jcreated_at","False","False","False"
"987149","987149","704","article_pagination","True","True","True"
"{""Paolo Dell'Oglio"",""Alessandro Larcher"",""Nicola Fossati"",""Nicol�_ Maria Buffi"",""Alberto Abrate"",""Giuliana Lista"",""Francesco Montorsi"",""Francesco Mistretta"",""Massimo Lazzeri"",""Giorgio Guazzoni"",""Giovanni Lughezzani""}","{""Paolo Dell'Oglio"",""Alessandro Larcher"",""Nicola Fossati"",""Nicol_ Maria Buffi"",""Alberto Abrate"",""Giuliana Lista"",""Francesco Montorsi"",""Francesco Mistretta"",""Massimo Lazzeri"",""Giorgio Guazzoni"",""Giovanni Lughezzani""}","704","author_list","True","False","False"
"589465","589465","705","id","True","True","True"
"Effect of a cooling hood on physiological responses to work in a hot environment","Effect of a cooling hood on physiological responses to work in a hot environment","705","article_title","True","True","True"
"eng","eng","705","article_language","True","True","True"
"J Appl Physiol","J Appl Physiol","705","journal_title","True","True","True"
"Journal of applied physiology","Journal of applied physiology","705","jounral_abbreviation","True","True","True"
"0021-8987 (Print)     0021-8987","0021-8987 (Print)     0021-8987","705","journal_issn","True","True","True"
"29","29","705","article_jvolumn","True","True","True"
"1","1","705","article_jissue","True","True","True"
"1/1/70","1/1/70","705","article_jcreated_at","False","True","True"
"36-9","Sep-36","705","article_pagination","True","False","False"
"{""E. Shvartz""}","{""E. Shvartz""}","705","author_list","True","True","True"
"560120","560120","706","id","True","True","True"
"A novel approach to control hyperglycemia in type 2 diabetes: sodium glucose co-transport (SGLT) inhibitors: systematic review and meta-analysis of randomized trials.","A novel approach to control hyperglycemia in type 2 diabetes: sodium glucose co-transport (SGLT) inhibitors: systematic review and meta-analysis of randomized trials.","706","article_title","True","True","True"
"eng","eng","706","article_language","True","True","True"
"Annals of medicine","Annals of medicine","706","journal_title","True","True","True"
"Ann. Med.","Ann. Med.","706","jounral_abbreviation","True","True","True"
"1365-2060","1365-2060","706","journal_issn","True","True","True"
"44","44","706","article_jvolumn","True","True","True"
"4","4","706","article_jissue","True","True","True"
"6/1/12","1/12/06","706","article_jcreated_at","False","False","False"
"375-93","375-93","706","article_pagination","True","True","True"
"{""Gianfranco Pagano"",""Giovanni Musso"",""Maurizio Cassader"",""Roberto Gambino""}","{""Gianfranco Pagano"",""Giovanni Musso"",""Maurizio Cassader"",""Roberto Gambino""}","706","author_list","True","True","True"
"107924","107924","707","id","True","True","True"
"Obesity, weight change and risks for hypertension, diabetes and hypercholesterolemia in Japanese men.","Obesity, weight change and risks for hypertension, diabetes and hypercholesterolemia in Japanese men.","707","article_title","True","True","True"
"eng","eng","707","article_language","True","True","True"
"European journal of clinical nutrition","European journal of clinical nutrition","707","journal_title","True","True","True"
"Eur J Clin Nutr","Eur J Clin Nutr","707","jounral_abbreviation","True","True","True"
"0954-3007","0954-3007","707","journal_issn","True","True","True"
"56","56","707","article_jvolumn","True","True","True"
"7","7","707","article_jissue","True","True","True"
"7/1/02","1/2/07","707","article_jcreated_at","False","False","False"
"601-7","601-7","707","article_pagination","True","True","True"
"{""K Ishikawa-Takata"",""T Ohta"",""K Moritaki"",""T Gotou"",""S Inoue""}","{""K Ishikawa-Takata"",""T Ohta"",""K Moritaki"",""T Gotou"",""S Inoue""}","707","author_list","True","True","True"
"797967","797967","708","id","True","True","True"
"Delayed costs of suppressed pain.","Delayed costs of suppressed pain.","708","article_title","True","True","True"
"eng","eng","708","article_language","True","True","True"
"Journal of personality and social psychology","Journal of personality and social psychology","708","journal_title","True","True","True"
"J Pers Soc Psychol","J Pers Soc Psychol","708","jounral_abbreviation","True","True","True"
"0022-3514","0022-3514","708","journal_issn","True","True","True"
"64","64","708","article_jvolumn","True","True","True"
"2","2","708","article_jissue","True","True","True"
"2/1/93","2/1/93","708","article_jcreated_at","False","True","True"
"274-82","274-82","708","article_pagination","True","True","True"
"{""D Cioffi"",""J Holloway""}","{""D Cioffi"",""J Holloway""}","708","author_list","True","True","True"
"265969","265969","709","id","True","True","True"
"Osteoarthritis of the thumb carpometacarpal joint in women and occupational risk factors: a case-control study","Osteoarthritis of the thumb carpometacarpal joint in women and occupational risk factors: a case-control study","709","article_title","True","True","True"
"eng","eng","709","article_language","True","True","True"
"J Hand Surg Am","J Hand Surg Am","709","journal_title","True","True","True"
"The Journal of hand surgery","The Journal of hand surgery","709","jounral_abbreviation","True","True","True"
"0363-5023","0363-5023","709","journal_issn","True","True","True"
"32","32","709","article_jvolumn","True","True","True"
"4","4","709","article_jissue","True","True","True"
"1/1/07","1/7/01","709","article_jcreated_at","False","False","False"
"459-65","459-65","709","article_pagination","True","True","True"
"{""J. M. Claise"",""S. Neel"",""P. Catilina"",""L. Fontana"",""S. Ughetto""}","{""J. M. Claise"",""S. Neel"",""P. Catilina"",""L. Fontana"",""S. Ughetto""}","709","author_list","True","True","True"
"820508","820508","710","id","True","True","True"
"A comparative outcome study of body awareness therapy, feldenkrais, and conventional physiotherapy for patients with nonspecific musculoskeletal disorders: Changes in psychological symptoms, pain, and self-image","A comparative outcome study of body awareness therapy, feldenkrais, and conventional physiotherapy for patients with nonspecific musculoskeletal disorders: Changes in psychological symptoms, pain, and self-image","710","article_title","True","True","True"
"English","English","710","article_language","True","True","True"
"Physiotherapy Theory and Practice","Physiotherapy Theory and Practice","710","journal_title","True","True","True"
"Physiother. Theory Pract.","Physiother. Theory Pract.","710","jounral_abbreviation","True","True","True"
"09593985 (ISSN)","09593985 (ISSN)","710","journal_issn","True","True","True"
"17","17","710","article_jvolumn","True","True","True"
"2","2","710","article_jissue","True","True","True"
"1/1/01","1/1/01","710","article_jcreated_at","False","True","True"
